id,epoch_ms,datetime_utc,latitude,longitude,type
1,1689778805000,2023-07-19 15:00:05.000,-2.94501374366528,138.013155412923,2
2,1689778813000,2023-07-19 15:00:13.000,-2.38710034346903,142.642286126448,2
3,1689778813000,2023-07-19 15:00:13.000,-2.61672193310491,142.382754368346,2
4,1689778817000,2023-07-19 15:00:17.000,-2.68330441736289,135.608398609118,0
5,1689778828000,2023-07-19 15:00:28.000,-2.62558898539268,142.706506977918,2
6,1689778828000,2023-07-19 15:00:28.000,-2.58676728528748,142.609253008168,2
7,1689778828000,2023-07-19 15:00:28.000,-2.43034028888497,142.455634829955,2
8,1689778828000,2023-07-19 15:00:28.000,-2.48953499281335,142.232680766261,2
9,1689778829000,2023-07-19 15:00:29.000,-2.87834075092385,142.106267788764,1
10,1689778830000,2023-07-19 15:00:30.000,-3.16903080328552,142.477387281871,1
11,1689778839000,2023-07-19 15:00:39.000,-4.24723997452736,136.812577612009,2
12,1689778866000,2023-07-19 15:01:06.000,-2.95828933537462,137.960605769024,1
13,1689778867000,2023-07-19 15:01:07.000,-2.61529662952165,136.919948241689,1
14,1689778878000,2023-07-19 15:01:18.000,2.4654586649156,139.453050405583,0
15,1689778884000,2023-07-19 15:01:24.000,-2.41314424857092,137.046184627895,2
16,1689778901000,2023-07-19 15:01:41.000,-4.34038745083865,137.764682768641,2
17,1689778904000,2023-07-19 15:01:44.000,-4.49590147518467,142.815829127486,0
18,1689778904000,2023-07-19 15:01:44.000,-4.7036912428039,143.491135175033,2
19,1689778917000,2023-07-19 15:01:57.000,-2.8028374023115,142.680011920802,2
20,1689778918000,2023-07-19 15:01:58.000,-2.83148432133702,142.411078442162,2
21,1689778920000,2023-07-19 15:02:00.000,-3.20769417785829,143.070375982071,2
22,1689778932000,2023-07-19 15:02:12.000,-2.97907510541295,137.508868360964,0
23,1689778934000,2023-07-19 15:02:14.000,-2.88593181595502,137.950081632167,1
24,1689778941000,2023-07-19 15:02:21.000,-4.84499589936309,143.598162322693,2
25,1689778953000,2023-07-19 15:02:33.000,-2.85511292536596,137.746949909687,1
26,1689778956000,2023-07-19 15:02:36.000,-3.28473192180253,143.11293148689,2
27,1689778956000,2023-07-19 15:02:36.000,-3.07040755793528,142.865179668859,2
28,1689778965000,2023-07-19 15:02:45.000,-2.42090326818488,136.24551801967,2
29,1689778968000,2023-07-19 15:02:48.000,-2.62065533174914,142.265370196329,2
30,1689778971000,2023-07-19 15:02:51.000,-2.92351058184493,142.576195245044,2
31,1689778971000,2023-07-19 15:02:51.000,-2.97907466037112,142.591164281926,2
32,1689778984000,2023-07-19 15:03:04.000,-2.64453466573194,137.379693129524,2
33,1689778984000,2023-07-19 15:03:04.000,-3.25913465752721,137.450523853186,2
34,1689779012000,2023-07-19 15:03:32.000,-3.96806934731634,142.633919732071,2
35,1689779012000,2023-07-19 15:03:32.000,-3.96040161116753,142.43362306906,0
36,1689779033000,2023-07-19 15:03:53.000,-2.68638467146527,136.643345547094,2
37,1689779042000,2023-07-19 15:04:02.000,-2.64893355230267,142.49777584235,2
38,1689779042000,2023-07-19 15:04:02.000,-0.404803083806745,136.11941817931,2
39,1689779043000,2023-07-19 15:04:03.000,-2.64628425727131,142.597132110059,0
40,1689779043000,2023-07-19 15:04:03.000,-2.75013026034492,142.596285043454,2
41,1689779051000,2023-07-19 15:04:11.000,-2.8791398135382,142.612672713785,2
42,1689779066000,2023-07-19 15:04:26.000,-3.94613971727756,136.703399649118,2
43,1689779081000,2023-07-19 15:04:41.000,-2.66156346313236,142.668175771026,0
44,1689779087000,2023-07-19 15:04:47.000,-2.87095080049978,137.558651289946,0
45,1689779103000,2023-07-19 15:05:03.000,-2.15825556100779,136.475550443446,2
46,1689779106000,2023-07-19 15:05:06.000,-2.71391320329332,142.401330487622,2
47,1689779106000,2023-07-19 15:05:06.000,-2.22373568345465,137.787597251136,2
48,1689779119000,2023-07-19 15:05:19.000,-2.44040122816271,137.117447839119,2
49,1689779120000,2023-07-19 15:05:20.000,-2.40842662983513,136.884413573383,2
50,1689779132000,2023-07-19 15:05:32.000,-2.75998013702634,137.142577690896,2
51,1689779135000,2023-07-19 15:05:35.000,-3.00148859763514,137.51213925135,2
52,1689779140000,2023-07-19 15:05:40.000,-4.91197317126678,145.236837928705,2
53,1689779143000,2023-07-19 15:05:43.000,-4.08426585499194,143.069616978505,2
54,1689779157000,2023-07-19 15:05:57.000,-2.65319664121972,136.975066746921,0
55,1689779166000,2023-07-19 15:06:06.000,-3.4011915501457,142.51597585901,2
56,1689779170000,2023-07-19 15:06:10.000,-3.68279431738598,145.874160539197,2
57,1689779170000,2023-07-19 15:06:10.000,-3.27510892285356,142.649129262696,0
58,1689779171000,2023-07-19 15:06:11.000,-2.82959435500092,142.584879178745,2
59,1689779171000,2023-07-19 15:06:11.000,-2.69159164693185,142.448956949209,2
60,1689779190000,2023-07-19 15:06:30.000,-2.79276664650737,142.735898760332,2
61,1689779269000,2023-07-19 15:07:49.000,-2.6684003555961,137.083634797338,0
62,1689779271000,2023-07-19 15:07:51.000,-2.84452800883746,142.573227023519,0
63,1689779271000,2023-07-19 15:07:51.000,-2.83543899117348,142.684172184926,0
64,1689779272000,2023-07-19 15:07:52.000,-2.55368278287941,137.665289932784,2
65,1689779275000,2023-07-19 15:07:55.000,-2.71929597152365,137.581546229991,1
66,1689779278000,2023-07-19 15:07:58.000,-2.83746611937507,142.674736962636,2
67,1689779282000,2023-07-19 15:08:02.000,-2.69219729153168,137.471865189608,2
68,1689779283000,2023-07-19 15:08:03.000,-2.74143600266671,137.655164009095,0
69,1689779283000,2023-07-19 15:08:03.000,-2.68965909326524,137.714906062884,0
70,1689779283000,2023-07-19 15:08:03.000,-2.89872699285561,137.81567339983,2
71,1689779285000,2023-07-19 15:08:05.000,-1.89680741409274,137.728445707234,2
72,1689779301000,2023-07-19 15:08:21.000,-2.74463286834225,137.944052448979,2
73,1689779301000,2023-07-19 15:08:21.000,-2.69338870893137,137.552985568072,2
74,1689779317000,2023-07-19 15:08:37.000,-7.16652466851131,140.484905451581,0
75,1689779324000,2023-07-19 15:08:44.000,-2.74340386986859,137.628254923726,2
76,1689779331000,2023-07-19 15:08:51.000,-2.66531845710075,137.560572376495,0
77,1689779341000,2023-07-19 15:09:01.000,-4.37633591729527,143.013888794172,2
78,1689779342000,2023-07-19 15:09:02.000,-4.56342989414566,143.210825783583,2
79,1689779349000,2023-07-19 15:09:09.000,-2.76959663241673,137.882986063067,0
80,1689779370000,2023-07-19 15:09:30.000,-3.353556994273,137.659348363244,0
81,1689779378000,2023-07-19 15:09:38.000,-0.511374668486508,135.567661676615,2
82,1689779381000,2023-07-19 15:09:41.000,-2.74179879516562,137.411774592536,0
83,1689779388000,2023-07-19 15:09:48.000,-3.1552182097286,143.010339211161,2
84,1689779411000,2023-07-19 15:10:11.000,-2.28125740744071,137.520941961259,2
85,1689779411000,2023-07-19 15:10:11.000,-3.34279161845205,142.748298487722,0
86,1689779412000,2023-07-19 15:10:12.000,-4.44601475901264,143.188493487453,2
87,1689779413000,2023-07-19 15:10:13.000,-4.02550723402187,142.792950492929,2
88,1689779415000,2023-07-19 15:10:15.000,-2.83114093285574,137.509310058907,0
89,1689779426000,2023-07-19 15:10:26.000,-3.34431703998606,137.563762966771,1
90,1689779436000,2023-07-19 15:10:36.000,-3.12928353925122,142.88679011197,1
91,1689779444000,2023-07-19 15:10:44.000,-1.13423541889562,138.424855540286,2
92,1689779448000,2023-07-19 15:10:48.000,-2.29280646100627,137.997979275781,2
93,1689779448000,2023-07-19 15:10:48.000,-2.80332094923566,137.89520202916,2
94,1689779462000,2023-07-19 15:11:02.000,-2.74445860896818,142.297656219368,2
95,1689779465000,2023-07-19 15:11:05.000,-4.95232723264351,137.449108912868,0
96,1689779488000,2023-07-19 15:11:28.000,-3.18967042788124,137.914792199946,1
97,1689779491000,2023-07-19 15:11:31.000,-2.47369837200046,137.665405605505,2
98,1689779508000,2023-07-19 15:11:48.000,-2.66693521961712,136.372664673659,0
99,1689779509000,2023-07-19 15:11:49.000,-2.54582567717645,137.916995805504,0
100,1689779514000,2023-07-19 15:11:54.000,-2.83841361717047,137.374471537397,1
101,1689779514000,2023-07-19 15:11:54.000,-2.39300876760949,137.649632844387,2
102,1689779514000,2023-07-19 15:11:54.000,-3.27775194436569,137.732537359636,2
103,1689779514000,2023-07-19 15:11:54.000,-2.29478235544114,137.772367050273,1
104,1689779515000,2023-07-19 15:11:55.000,-2.54287121890301,137.683168530764,2
105,1689779528000,2023-07-19 15:12:08.000,-3.1327042011651,137.690392262976,2
106,1689779530000,2023-07-19 15:12:10.000,-3.63236008475681,145.201907496136,2
107,1689779533000,2023-07-19 15:12:13.000,-3.03362701397281,137.526218327433,0
108,1689779533000,2023-07-19 15:12:13.000,-3.40579426064151,137.617799654698,2
109,1689779533000,2023-07-19 15:12:13.000,-2.9830296168643,137.90080948003,0
110,1689779549000,2023-07-19 15:12:29.000,-2.51151095579619,137.880893886896,2
111,1689779555000,2023-07-19 15:12:35.000,-2.51104499393522,137.674084601212,2
112,1689779555000,2023-07-19 15:12:35.000,-2.66342738463748,137.713532361413,2
113,1689779575000,2023-07-19 15:12:55.000,-1.54039179274235,136.536611107398,2
114,1689779576000,2023-07-19 15:12:56.000,-4.08495341557665,143.407600057972,2
115,1689779576000,2023-07-19 15:12:56.000,-3.50946984362027,142.922357593969,0
116,1689779578000,2023-07-19 15:12:58.000,-2.74893885309479,138.007583182678,0
117,1689779579000,2023-07-19 15:12:59.000,-2.36916998304133,137.812723834406,2
118,1689779589000,2023-07-19 15:13:09.000,-2.75445487049097,137.999029163614,2
119,1689779589000,2023-07-19 15:13:09.000,-2.98124414756308,137.681948604945,0
120,1689779589000,2023-07-19 15:13:09.000,-2.75716188258275,137.439888861012,1
121,1689779589000,2023-07-19 15:13:09.000,-2.79194705517775,137.632146108798,2
122,1689779589000,2023-07-19 15:13:09.000,-2.81908470162961,137.517200665688,1
123,1689779589000,2023-07-19 15:13:09.000,-2.94742847325054,137.613446192603,0
124,1689779589000,2023-07-19 15:13:09.000,-2.92029787701145,137.609844224124,1
125,1689779595000,2023-07-19 15:13:15.000,-2.84703107942634,137.519926522987,1
126,1689779597000,2023-07-19 15:13:17.000,-3.31002133263804,142.770737607913,2
127,1689779597000,2023-07-19 15:13:17.000,-2.37354424574513,142.361766076359,0
128,1689779597000,2023-07-19 15:13:17.000,-2.92689578946646,142.823374496607,2
129,1689779597000,2023-07-19 15:13:17.000,-2.57805369036798,142.231631994318,2
130,1689779601000,2023-07-19 15:13:21.000,-3.36446162193358,142.700483703121,2
131,1689779619000,2023-07-19 15:13:39.000,-2.16724957073809,138.065572863892,2
132,1689779652000,2023-07-19 15:14:12.000,-2.70297770090132,138.238491524617,2
133,1689779652000,2023-07-19 15:14:12.000,-2.80919969581543,137.678884204385,2
134,1689779652000,2023-07-19 15:14:12.000,-2.6282036640927,138.054022832953,1
135,1689779652000,2023-07-19 15:14:12.000,-2.53610337214832,137.907923118544,1
136,1689779652000,2023-07-19 15:14:12.000,-3.12136921266209,137.578137431023,0
137,1689779654000,2023-07-19 15:14:14.000,-2.65484557997351,138.244375832764,2
138,1689779659000,2023-07-19 15:14:19.000,-0.177650122576809,136.576933220953,2
139,1689779685000,2023-07-19 15:14:45.000,-2.43768013189468,138.061906626676,0
140,1689779690000,2023-07-19 15:14:50.000,-3.36486987872516,142.84608614541,0
141,1689779690000,2023-07-19 15:14:50.000,-3.48394281920664,142.825243800638,0
142,1689779696000,2023-07-19 15:14:56.000,-3.23680963317631,137.972912447449,2
143,1689779718000,2023-07-19 15:15:18.000,-2.78530842310622,137.821186920201,0
144,1689779736000,2023-07-19 15:15:36.000,-2.54010275580734,138.015858865241,2
145,1689779737000,2023-07-19 15:15:37.000,-3.23398707346289,142.664509021421,2
146,1689779737000,2023-07-19 15:15:37.000,-2.78343823184339,142.419177901475,2
147,1689779748000,2023-07-19 15:15:48.000,-1.42679060723832,136.425391068507,2
148,1689779768000,2023-07-19 15:16:08.000,-3.40912377388113,142.582044546083,2
149,1689779770000,2023-07-19 15:16:10.000,-2.78626831638656,137.505286810795,0
150,1689779774000,2023-07-19 15:16:14.000,-4.14928784296286,142.836197406731,2
151,1689779778000,2023-07-19 15:16:18.000,-2.92045449554369,137.428560273846,1
152,1689779782000,2023-07-19 15:16:22.000,-6.32598872553008,141.710144182907,2
153,1689779796000,2023-07-19 15:16:36.000,-3.29932878975199,142.503110416982,2
154,1689779805000,2023-07-19 15:16:45.000,-1.87973582937514,136.208543019476,0
155,1689779839000,2023-07-19 15:17:19.000,-2.97147552080231,137.353440844423,2
156,1689779860000,2023-07-19 15:17:40.000,-3.48743227048516,142.793963031503,2
157,1689779868000,2023-07-19 15:17:48.000,-1.87338551529659,136.164048689833,1
158,1689779869000,2023-07-19 15:17:49.000,-3.80728207765503,137.859558069931,2
159,1689779876000,2023-07-19 15:17:56.000,0.207453897671373,137.309916248215,2
160,1689779878000,2023-07-19 15:17:58.000,-0.997094462404211,137.660056451063,0
161,1689779878000,2023-07-19 15:17:58.000,-4.03968971917021,137.924163155903,2
162,1689779882000,2023-07-19 15:18:02.000,-2.99244917515577,137.374473456855,2
163,1689779893000,2023-07-19 15:18:13.000,-1.65827217637854,136.657836714538,2
164,1689779893000,2023-07-19 15:18:13.000,-1.8246587695686,137.467989937563,0
165,1689779902000,2023-07-19 15:18:22.000,-3.39514743370699,142.824249037509,2
166,1689779930000,2023-07-19 15:18:50.000,-3.06667031729653,142.819696054391,2
167,1689779930000,2023-07-19 15:18:50.000,-2.60482073224311,142.185275290687,2
168,1689779931000,2023-07-19 15:18:51.000,-2.70271390777237,142.330192766842,2
169,1689779931000,2023-07-19 15:18:51.000,-2.74241491054585,142.588156081514,2
170,1689779932000,2023-07-19 15:18:52.000,-2.72720389964797,142.318152841373,2
171,1689779945000,2023-07-19 15:19:05.000,-3.03917366212023,142.528843394809,0
172,1689779952000,2023-07-19 15:19:12.000,-2.6656049226349,137.965768132516,2
173,1689779971000,2023-07-19 15:19:31.000,-2.25716991117291,138.073391471673,2
174,1689779995000,2023-07-19 15:19:55.000,-4.25172825085688,142.813046162035,1
175,1689780024000,2023-07-19 15:20:24.000,-2.4615041764013,142.663752584962,2
176,1689780065000,2023-07-19 15:21:05.000,-3.11847109342961,137.650884991495,0
177,1689780096000,2023-07-19 15:21:36.000,0.0874821482128287,137.857030889734,2
178,1689780096000,2023-07-19 15:21:36.000,-2.8634613609931,137.575926642141,2
179,1689780117000,2023-07-19 15:21:57.000,-2.27395580227667,138.243386980977,2
180,1689780131000,2023-07-19 15:22:11.000,-3.49698990822393,137.532041506426,2
181,1689780131000,2023-07-19 15:22:11.000,-2.48394441139163,138.05193805516,2
182,1689780140000,2023-07-19 15:22:20.000,-2.96165514944298,137.143591600587,2
183,1689780147000,2023-07-19 15:22:27.000,-0.240665164595128,137.816868025878,2
184,1689780175000,2023-07-19 15:22:55.000,-2.69551748779871,142.267649409948,2
185,1689780182000,2023-07-19 15:23:02.000,-2.59777014482567,142.248717663957,2
186,1689780198000,2023-07-19 15:23:18.000,-3.03943576143859,142.631460716886,2
187,1689780201000,2023-07-19 15:23:21.000,-0.0653343406019973,136.289440432452,1
