id,epoch_ms,datetime_utc,latitude,longitude,type
1,1688050805000,2023-06-29 15:00:05.000,-2.97641103489802,135.833474873117,2
2,1688050806000,2023-06-29 15:00:06.000,-2.72220542379897,136.780010035847,1
3,1688050805000,2023-06-29 15:00:05.000,-2.97641103489802,135.833474873117,2
4,1688050806000,2023-06-29 15:00:06.000,-2.72220542379897,136.780010035847,1
5,1688050805000,2023-06-29 15:00:05.000,-2.97641103489802,135.833474873117,2
6,1688050806000,2023-06-29 15:00:06.000,-2.72220542379897,136.780010035847,1
7,1688050808000,2023-06-29 15:00:08.000,-4.16069998931547,136.863634858695,2
8,1688050808000,2023-06-29 15:00:08.000,-4.16069998931547,136.863634858695,2
9,1688050808000,2023-06-29 15:00:08.000,-4.16069998931547,136.863634858695,2
10,1688050816000,2023-06-29 15:00:16.000,0.0429712373442243,139.888974797187,2
11,1688050816000,2023-06-29 15:00:16.000,0.0429712373442243,139.888974797187,2
12,1688050816000,2023-06-29 15:00:16.000,0.0429712373442243,139.888974797187,2
13,1688050861000,2023-06-29 15:01:01.000,2.2214474681721,141.850610236741,2
14,1688050861000,2023-06-29 15:01:01.000,2.2214474681721,141.850610236741,2
15,1688050861000,2023-06-29 15:01:01.000,2.2214474681721,141.850610236741,2
16,1688050896000,2023-06-29 15:01:36.000,0.222657484398101,140.06183411367,1
17,1688050896000,2023-06-29 15:01:36.000,0.222657484398101,140.06183411367,1
18,1688050896000,2023-06-29 15:01:36.000,0.222657484398101,140.06183411367,1
19,1688050898000,2023-06-29 15:01:38.000,-4.18078245190331,136.492523232146,2
20,1688050898000,2023-06-29 15:01:38.000,-4.18078245190331,136.492523232146,2
21,1688050918000,2023-06-29 15:01:58.000,-3.25879384784769,136.789064459337,2
22,1688050918000,2023-06-29 15:01:58.000,-3.25879384784769,136.789064459337,2
23,1688050918000,2023-06-29 15:01:58.000,-3.25879384784768,136.789064459337,2
24,1688050931000,2023-06-29 15:02:11.000,-3.26398851891593,136.872472353249,2
